,cluster,term,pval,cor_pval,duplicated
414,cluster18,D009534,4.921189395957941e-05,0.02653350886848752,duplicated
415,cluster18,D014303,5.9541014973140164e-05,0.031083515129685248,
416,cluster18,D020111,6.026799710733243e-05,0.03139185437564617,
417,cluster18,C045651,6.0645895766369425e-05,0.03151738454359458,duplicated
418,cluster18,C112765,6.338092673074982e-05,0.032644013101984067,
419,cluster18,C020711,8.404862812760724e-05,0.04188332339973675,
420,cluster18,D020122,9.013771114880089e-05,0.044436733510134226,duplicated
421,cluster18,C025643,9.51173531055363e-05,0.04640023792312188,duplicated
422,cluster18,D002994,9.743323642517208e-05,0.04722435127575841,duplicated
423,cluster18,C023035,9.834492969378679e-05,0.04729951883946085,
424,cluster18,C066198,0.00014619108913773587,0.06497460134504872,
425,cluster18,D008748,0.00015290267411120407,0.06730787408652382,duplicated
426,cluster18,D004054,0.00016905391192652733,0.07233047951210637,
427,cluster18,D002990,0.00018214236422734993,0.07569264585603183,duplicated
428,cluster18,D004958,0.0002050355383043299,0.08325274568979603,duplicated
429,cluster18,C025256,0.00023859369950798902,0.09389783669953294,
430,cluster19,C543008,4.33447180908478e-06,0.0032399473124887774,duplicated
431,cluster19,C513428,6.243669922648631e-06,0.004450306216538021,
432,cluster19,C540355,1.3590843119539672e-05,0.008667456668133023,
433,cluster19,D017313,6.144706548064636e-05,0.03186182578892299,
434,cluster19,C029753,0.0001565559989384091,0.06826345616590007,duplicated
435,cluster20,D008741,1.0234553706405656e-05,0.00688962025455334,duplicated
436,cluster22,C007488,4.735270133245443e-05,0.02565123685709252,
437,cluster22,D009285,5.1335334421750616e-05,0.027485296202901247,
438,cluster22,C416282,9.067410633369812e-05,0.044605654125375316,
439,cluster22,C084656,0.00011280034961157373,0.05267639044487741,
440,cluster22,C024714,0.0001183917125730317,0.05451346405425245,
441,cluster22,D010662,0.00016772069521239506,0.07217476085097879,duplicated
442,cluster22,D003513,0.00017126678380274013,0.07258664126805559,
443,cluster22,D011441,0.0001905549412195369,0.07834019882547837,duplicated
444,cluster23,D020849,5.376830574047538e-06,0.0038927069777047,
445,cluster23,C007350,1.0800283812242276e-05,0.00714510155365942,
446,cluster23,D012834,6.395143500723072e-05,0.03286432840299038,
447,cluster23,D015032,0.00010322608486342426,0.04930544686241048,
448,cluster23,C543008,0.00010988113993259032,0.05173289456233253,duplicated
449,cluster23,D002737,0.00017149738316346756,0.07258664126805559,duplicated
450,cluster23,D015124,0.00022158229354299496,0.08856559640787502,duplicated
451,cluster23,C078041,0.00024262889211256982,0.09455179551393837,
452,cluster24,D005485,1.8724304806474226e-26,1.5395725264537604e-22,duplicated
453,cluster24,D018120,6.143620613727477e-24,4.1600442817512016e-20,
454,cluster24,D019813,2.176345811571364e-22,1.2526230361725434e-18,duplicated
455,cluster24,D000077867,6.263573039504453e-20,2.942920618407985e-16,duplicated
456,cluster24,D005492,2.0378001866617854e-17,8.377724070968028e-14,duplicated
457,cluster24,C410337,1.0546186029729367e-14,3.281075241478978e-11,
458,cluster24,D014415,1.3954831127812991e-14,4.17240389142954e-11,duplicated
459,cluster24,D004997,8.755533414092322e-14,2.519678350324256e-10,duplicated
460,cluster24,C100187,2.517309250149019e-13,6.899375263280451e-10,duplicated
461,cluster24,D064730,4.346612059448393e-13,1.1772926604547134e-09,
462,cluster24,D003993,9.507858053343772e-12,2.18894662033107e-08,
463,cluster24,D019327,1.3876760778916724e-11,3.1321345591432385e-08,
464,cluster24,C511295,1.4061853040929547e-11,3.1430972003378685e-08,duplicated
465,cluster24,C017947,2.264827719949071e-11,4.9190562436346686e-08,duplicated
466,cluster24,C012655,4.0779197417424045e-11,8.613202500391238e-08,duplicated
467,cluster24,C006780,6.665682241242118e-11,1.3461462227982165e-07,duplicated
468,cluster24,D014050,7.406447542646561e-11,1.4573926371844483e-07,
469,cluster24,C089796,1.1180715449692726e-10,2.109901815086482e-07,duplicated
470,cluster24,D002994,1.4040499183952966e-10,2.5890232057127223e-07,duplicated
471,cluster24,D018038,7.561168537528515e-10,1.2706350558777391e-06,duplicated
472,cluster24,D010695,7.664571147921971e-10,1.278678182992997e-06,
473,cluster24,C051752,1.5746288940569627e-09,2.416792914228428e-06,duplicated
474,cluster24,C009618,7.65094450326864e-09,1.036140410744131e-05,
475,cluster24,D007538,7.984587131680813e-09,1.0750009195270264e-05,
476,cluster24,C492448,1.0607330467191965e-08,1.3954700896052972e-05,
477,cluster24,C000944,2.1963745363198178e-08,2.7365000293109165e-05,
478,cluster24,D015759,5.283248194918173e-08,6.302258112305889e-05,
479,cluster24,D020111,1.0191135986270172e-07,0.00011501246482544364,duplicated
480,cluster24,D002990,1.141834787953399e-07,0.00012761112332843267,duplicated
481,cluster24,C014707,1.2523788677968698e-07,0.0001379564233677198,
482,cluster24,C099555,1.7584191794441268e-07,0.00018485481990297904,duplicated
483,cluster24,D010894,1.8972340815996665e-07,0.0001985412347437651,duplicated
484,cluster24,D013749,2.1799108369026331e-07,0.00022709048526059218,duplicated
485,cluster24,C015559,2.8202331040805735e-07,0.00028603002924535245,duplicated
486,cluster24,D014266,3.161944314099442e-07,0.0003151336059365992,
487,cluster24,D002065,3.769735765966467e-07,0.00037089205842719223,
488,cluster24,D007657,5.035356844428777e-07,0.00048708614685235934,
489,cluster24,D007213,7.084956706606297e-07,0.0006657690439911979,duplicated
490,cluster24,D015215,8.499811038134e-07,0.0007827475985017601,
491,cluster24,C005948,9.037872920439549e-07,0.0008224285743510653,
492,cluster24,C023036,9.074794506823011e-07,0.0008225372304461921,duplicated
493,cluster24,C006253,9.145427411365671e-07,0.0008256886375614359,duplicated
494,cluster24,D013755,1.1103002907032743e-06,0.0009869454997187695,duplicated
495,cluster24,D000157,1.28266245316888e-06,0.0010977730976981614,
496,cluster24,D000082,1.3663266724267946e-06,0.001160747447082874,duplicated
497,cluster24,D019284,1.446187226194923e-06,0.0012240751990835522,duplicated
498,cluster24,C031280,1.5252759463907266e-06,0.0012723067201369747,
499,cluster24,D019259,1.9211259039470012e-06,0.0015796114687007083,
500,cluster24,C009505,2.2460456605392968e-06,0.0018207600781607733,duplicated
501,cluster24,C044755,2.8516231609517945e-06,0.0022483388432538594,
502,cluster24,C052034,3.0123648459838923e-06,0.0023589173356008217,duplicated
503,cluster24,D016572,3.200553148178233e-06,0.00248096750349944,
504,cluster24,D019256,3.2235068999151135e-06,0.002490375422929386,duplicated
505,cluster24,D013750,4.4504262792393714e-06,0.0033158556315141885,
506,cluster24,D005839,4.560403785317867e-06,0.003375945213745357,duplicated
507,cluster24,D000077185,4.7074414957952524e-06,0.0034514991030874585,duplicated
508,cluster24,D004147,7.998584414461332e-06,0.005553461095886431,
509,cluster24,D015647,8.318118581654669e-06,0.005750867418803141,
510,cluster24,C406224,9.152928738041747e-06,0.006271526841415658,
511,cluster24,D019344,1.0029287475254437e-05,0.006792892713940128,
512,cluster24,D008795,1.1787780171178643e-05,0.007709777528152282,
513,cluster24,D014414,1.2501649401957264e-05,0.008130486535496077,duplicated
514,cluster24,D000077154,1.3541762138045004e-05,0.008667456668133023,
515,cluster24,D014747,1.690958239102504e-05,0.010550158823777073,duplicated
516,cluster24,C018021,2.8710039004173526e-05,0.016818749948437278,duplicated
517,cluster24,D015474,3.534794056088431e-05,0.01993280105563351,
518,cluster24,C561722,3.545710492526723e-05,0.01993280105563351,
519,cluster24,C080703,3.6778582101667174e-05,0.02045253397187518,
520,cluster24,D011729,4.461718105139431e-05,0.024341209733548,
521,cluster24,C472791,4.9142263542816806e-05,0.02653350886848752,duplicated
522,cluster24,C004456,5.005820590424744e-05,0.026926753397909738,
523,cluster24,C477694,5.185252458851951e-05,0.02756754261783063,
524,cluster24,D008726,6.688482875708328e-05,0.03414314789489911,duplicated
525,cluster24,C049032,8.06649626713181e-05,0.040371937023922194,
526,cluster24,C014129,8.274350289856229e-05,0.04132239252672778,
527,cluster24,D014635,8.935960187738811e-05,0.044147670262278275,duplicated
528,cluster24,D004785,9.512829753377578e-05,0.04640023792312188,duplicated
529,cluster24,D001335,0.00011194689077542712,0.05249077989566743,
530,cluster24,D052638,0.00013219099267137725,0.05979110272645938,duplicated
531,cluster24,D004317,0.00013861032283573677,0.06232726870089354,duplicated
532,cluster24,D009355,0.00014031534458529445,0.06274088249801463,
533,cluster24,C111118,0.00014321362794545055,0.06377438586797167,
534,cluster24,C066632,0.00014962857348931516,0.06624661217611073,
535,cluster24,C005290,0.00015198255479445245,0.06703100321370271,
536,cluster24,D013467,0.00017359277396348675,0.07333100254264907,
537,cluster24,D012969,0.00018691827634967893,0.07712053794373624,duplicated
538,cluster24,C029892,0.0001939405865298537,0.07902649828997445,
539,cluster24,D014303,0.00021470943691007192,0.08634612696276948,duplicated
540,cluster24,D011084,0.00024088296528231221,0.09438674601209333,
541,cluster25,D005485,1.737958749983252e-35,3.3343462767907853e-31,duplicated
542,cluster25,D008741,3.344664976815331e-28,2.8519462751381833e-24,duplicated
543,cluster25,C016403,4.593763091818489e-20,2.250210867689174e-16,duplicated
544,cluster25,C074702,9.85706359712051e-20,4.538684933294139e-16,duplicated
545,cluster25,D019813,8.553357956666554e-19,3.646660806617699e-15,duplicated
546,cluster25,C006780,2.233666678326084e-18,9.349925654865868e-15,duplicated
547,cluster25,C015499,4.933031705527311e-17,1.9249274989915679e-13,
548,cluster25,D004997,2.671852215554775e-16,9.763923433747589e-13,duplicated
549,cluster25,C051752,1.5958486880671564e-15,5.483645734481509e-12,duplicated
550,cluster25,D013749,3.617120509721146e-15,1.2068863323921028e-11,duplicated
551,cluster25,D002251,4.456360191877719e-15,1.465665035964354e-11,
552,cluster25,D004791,5.1596418103236215e-15,1.673068360255994e-11,duplicated
553,cluster25,D018120,1.3129974654950613e-14,3.9774321249157956e-11,duplicated
554,cluster25,C035207,5.925803093532769e-13,1.5681241577110133e-09,
555,cluster25,D010936,1.4466335865052069e-11,3.202415552434243e-08,duplicated
556,cluster25,D015759,4.34218745738146e-11,9.088000976142242e-08,duplicated
557,cluster25,D000082,4.781347801340394e-11,9.916989167239569e-08,duplicated
558,cluster25,C089796,5.470216000593541e-11,1.1244468560148643e-07,duplicated
559,cluster25,C016104,5.773371355796348e-11,1.1762605490161188e-07,duplicated
560,cluster25,C017947,2.9355955021905183e-10,5.198826726860093e-07,duplicated
561,cluster25,D013755,1.0634942027201701e-09,1.7002982834809109e-06,duplicated
562,cluster25,D001280,3.050309790755675e-09,4.444668174536236e-06,duplicated
563,cluster25,D014635,3.499785660182694e-09,5.004584805065594e-06,duplicated
564,cluster25,D005492,5.707515348978669e-09,7.915739284449482e-06,duplicated
565,cluster25,C000622638,1.087723258381324e-08,1.4228470861411381e-05,duplicated
566,cluster25,C023514,1.4823433599588826e-08,1.906550279589574e-05,duplicated
567,cluster25,C410337,2.1989467061462463e-08,2.7365000293109165e-05,duplicated
568,cluster25,C012655,5.649608139846591e-08,6.60244179693493e-05,duplicated
569,cluster25,C015559,6.402868411900019e-08,7.407539598641618e-05,duplicated
570,cluster25,C477694,5.613136398737486e-07,0.0005384518030830574,duplicated
571,cluster25,D010416,5.676106423968189e-07,0.000542233029650654,
572,cluster25,C063900,1.1481281803148036e-06,0.0010050487084143562,duplicated
573,cluster25,C003121,1.1925890245958625e-06,0.0010321947676224905,
574,cluster25,D003993,1.2521001234627957e-06,0.0010756147422545602,duplicated
575,cluster25,D013853,1.3471431452219914e-06,0.0011486890022545666,duplicated
576,cluster25,C000944,1.4914961042810465e-06,0.0012501733362656792,duplicated
577,cluster25,D005020,1.8478316514263628e-06,0.001524792265052453,
578,cluster25,D002995,4.684293868611443e-06,0.003445500178597666,duplicated
579,cluster25,D020111,1.0400123740458027e-05,0.006960373512055085,duplicated
580,cluster25,C507616,1.0672816191555352e-05,0.007083761813757649,duplicated
581,cluster25,C511295,1.2944108874502934e-05,0.008363104386592839,duplicated
582,cluster25,D007213,1.2968306074551607e-05,0.008363104386592839,duplicated
583,cluster25,D010100,1.507958348339102e-05,0.009463170205708787,duplicated
584,cluster25,D003907,3.619840750161071e-05,0.020178640113942676,
585,cluster25,C018637,4.3704570781308455e-05,0.023905940175712865,
586,cluster25,D000077185,5.16569962761089e-05,0.02752947214737771,duplicated
587,cluster25,D005897,5.268546061808199e-05,0.02788393142712167,duplicated
588,cluster25,C014707,7.259888154414946e-05,0.03673423627143255,duplicated
589,cluster25,D019327,7.296827314517999e-05,0.03684017694045847,duplicated
590,cluster25,D001564,9.841011846715929e-05,0.04729951883946085,duplicated
591,cluster25,D019256,0.0001085781228779093,0.05132936004017796,duplicated
592,cluster25,C078765,0.00012736412916642873,0.05800512509537989,duplicated
593,cluster25,D016572,0.00014034772282105564,0.06274088249801463,duplicated
594,cluster25,C584865,0.00021649665803985467,0.08683439563976575,duplicated
595,cluster25,C044887,0.00022932136137178655,0.09118395582352255,duplicated
596,cluster25,D015647,0.00023448059749700884,0.092595704217408,duplicated
